"","last_name","first_name","pos","id","points","rank","pos_rank","sd_pts","avg_type","name"
"1","Bills","Buffalo","DST","0501",108.4095,114,11,15.834168,"robust","BUFFALO"
"2","Colts","Indianapolis","DST","0502",108.855,113,10,8.88818700000001,"robust","INDIANAPOLIS"
"3","Dolphins","Miami","DST","0503",93.8775,158,31,7.02752399999999,"robust","MIAMI"
"4","Patriots","New England","DST","0504",109.3335,110,9,1.23797099999999,"robust","NEW ENGLAND"
"5","Jets","New York","DST","0505",101.8065,137,23,5.82661799999999,"robust","NEW YORK"
"6","Bengals","Cincinnati","DST","0506",95.726,156,30,5.2246824,"robust","CINCINNATI"
"7","Browns","Cleveland","DST","0507",109.419,108,7,6.36924959999999,"robust","CLEVELAND"
"8","Titans","Tennessee","DST","0508",100.268,143,24,8.30256000000001,"robust","TENNESSEE"
"9","Jaguars","Jacksonville","DST","0509",106.0825,125,18,10.511634,"robust","JACKSONVILLE"
"10","Steelers","Pittsburgh","DST","0510",110.761,104,4,0.481845000000004,"robust","PITTSBURGH"
"11","Broncos","Denver","DST","0511",110.698,105,5,10.711785,"robust","DENVER"
"12","Chiefs","Kansas City","DST","0512",108.231,115,12,12.105429,"robust","KANSAS CITY"
"13","Raiders","Oakland","DST","0513",85.4975,184,32,1.4826,"robust","OAKLAND"
"14","Chargers","Los Angeles","DST","0514",105.853,128,20,5.26619520000001,"robust","LOS ANGELES"
"15","Seahawks","Seattle","DST","0515",102.7075,133,21,14.922369,"robust","SEATTLE"
"16","Cowboys","Dallas","DST","0516",102.32,135,22,1.897728,"robust","DALLAS"
"17","Giants","New York","DST","0517",97.252,151,28,2.28765180000001,"robust","NEW YORK"
"18","Eagles","Philadelphia","DST","0518",106.5365,124,17,2.0786052,"robust","PHILADELPHIA"
"19","Cardinals","Arizona","DST","0519",106.082,126,19,13.462008,"robust","ARIZONA"
"20","Redskins","Washington","DST","0520",106.8335,120,14,9.26625,"robust","WASHINGTON"
"21","Bears","Chicago","DST","0521",114.7405,93,2,5.95115640000001,"robust","CHICAGO"
"22","Lions","Detroit","DST","0522",100.043,144,25,2.201661,"robust","DETROIT"
"23","Packers","Green Bay","DST","0523",106.54,123,16,1.54190400000001,"robust","GREEN BAY"
"24","Vikings","Minnesota","DST","0524",109.3665,109,8,16.501338,"robust","MINNESOTA"
"25","Buccaneers","Tampa Bay","DST","0525",96.604,153,29,4.38256559999998,"robust","TAMPA BAY"
"26","Falcons","Atlanta","DST","0526",97.6915,148,27,1.74205500000002,"robust","ATLANTA"
"27","Panthers","Carolina","DST","0527",106.772,121,15,12.186972,"robust","CAROLINA"
"28","Rams","Los Angeles","DST","0528",115.002,91,1,9.64876079999999,"robust","LOS ANGELES"
"29","Saints","New Orleans","DST","0529",112.3035,98,3,5.08531800000001,"robust","NEW ORLEANS"
"30","49ers","San Francisco","DST","0530",99.721,145,26,2.705745,"robust","SAN FRANCISCO"
"31","Ravens","Baltimore","DST","0531",107.447,117,13,0.48332759999999,"robust","BALTIMORE"
"32","Texans","Houston","DST","0532",110.0015,106,6,9.34779299999999,"robust","HOUSTON"
"33","Gabbert","Blaine","QB","10262",10.82515,540,44,4.67864082,"robust","BLAINE GABBERT"
"34","Newton","Cam","QB","10273",295.56895,61,5,10.22534394,"robust","CAM NEWTON"
"35","Dalton","Andy","QB","10313",223.2374,249,25,21.1819062,"robust","ANDY DALTON"
"36","Taylor","Tyrod","QB","10413",9.35185,545,49,1.475187,"robust","TYROD TAYLOR"
"37","Luck","Andrew","QB","10695",298.2483,57,4,16.31690256,"robust","ANDREW LUCK"
"38","Griffin III","Robert","QB","10696",10.21935,542,46,0.875771820000001,"robust","ROBERT GRIFFIN"
"39","Tannehill","Ryan","QB","10697",12.7936,536,40,4.6642596,"robust","RYAN TANNEHILL"
"40","Foles","Nick","QB","10699",217.89985,258,26,12.22655742,"robust","NICK FOLES"
"41","Cousins","Kirk","QB","10700",265.078,134,17,16.0750905,"robust","KIRK COUSINS"
"42","Wilson","Russell","QB","10703",277.8394,88,10,1.85473260000001,"robust","RUSSELL WILSON"
"43","Tanney","Alex","QB","10935",0,567,71,0,"robust","ALEX TANNEY"
"44","Keenum","Case","QB","10948",80.8042,529,33,36.81503364,"robust","CASE KEENUM"
"45","Smith","Geno","QB","11150",5.871,565,69,3.0867732,"robust","GENO SMITH"
"46","Barkley","Matt","QB","11151",6.7017,560,64,2.68617468,"robust","MATT BARKLEY"
"47","Glennon","Mike","QB","11152",5.9502,564,68,1.52648496,"robust","MIKE GLENNON"
"48","Bray","Tyler","QB","11170",0,567,71,0,"robust","TYLER BRAY"
"49","Griffin","Ryan","QB","11441",0,567,71,0,"robust","RYAN GRIFFIN"
"50","Bridgewater","Teddy","QB","11640",8.39495,553,57,7.0023198,"robust","TEDDY BRIDGEWATER"
"51","Bortles","Blake","QB","11642",12.93465,535,39,3.39263358,"robust","BLAKE BORTLES"
"52","McCarron","A.J.","QB","11643",8.517,550,54,7.3477656,"robust","A.J. MCCARRON"
"53","Carr","Derek","QB","11644",232.2425,224,23,12.3337494,"robust","DEREK CARR"
"54","Savage","Tom","QB","11649",6.7234,559,63,3.48411,"robust","TOM SAVAGE"
"55","Garoppolo","Jimmy","QB","11760",263.8939,139,18,25.1063484,"robust","JIMMY GAROPPOLO"
"56","Fales","David","QB","11835",0,567,71,0,"robust","DAVID FALES"
"57","Gilbert","Garrett","QB","11854",0,567,71,0,"robust","GARRETT GILBERT"
"58","Winston","Jameis","QB","12140",273.8962,102,14,5.50785900000001,"robust","JAMEIS WINSTON"
"59","Mariota","Marcus","QB","12141",215.7746,263,27,7.16303364,"robust","MARCUS MARIOTA"
"60","Hundley","Brett","QB","12142",8.48595,551,55,1.99454178,"robust","BRETT HUNDLEY"
"61","Mannion","Sean","QB","12145",6.6534,561,65,0.85457064,"robust","SEAN MANNION"
"62","Siemian","Trevor","QB","12381",8.8455,548,52,1.1178804,"robust","TREVOR SIEMIAN"
"63","Heinicke","Taylor","QB","12476",6.504,562,66,4.8214152,"robust","TAYLOR HEINICKE"
"64","Wentz","Carson","QB","12610",278.7177,85,8,7.41211043999997,"robust","CARSON WENTZ"
"65","Goff","Jared","QB","12611",274.5375,99,13,6.43730094000001,"robust","JARED GOFF"
"66","Lynch","Paxton","QB","12612",9.6624,544,48,3.76995528,"robust","PAXTON LYNCH"
"67","Jones","Cardale","QB","12615",0,567,71,0,"robust","CARDALE JONES"
"68","Brissett","Jacoby","QB","12616",8.91325,547,51,2.5404351,"robust","JACOBY BRISSETT"
"69","Kessler","Cody","QB","12617",0,567,71,0,"robust","CODY KESSLER"
"70","Hogan","Kevin","QB","12618",0,567,71,0,"robust","KEVIN HOGAN"
"71","Prescott","Dak","QB","12620",277.228,94,12,7.31381405999999,"robust","DAK PRESCOTT"
"72","Allen","Brandon","QB","12621",0,567,71,0,"robust","BRANDON ALLEN"
"73","Driskel","Jeff","QB","12623",12.41015,538,42,5.19547518,"robust","JEFF DRISKEL"
"74","Sudfeld","Nate","QB","12815",10.44555,541,45,5.85315654,"robust","NATE SUDFELD"
"75","Rudock","Jake","QB","12819",0,567,71,0,"robust","JAKE RUDOCK"
"76","Callahan","Joe","QB","12925",0,567,71,0,"robust","JOE CALLAHAN"
"77","Watson","Deshaun","QB","13113",309.757,49,2,18.3857226,"robust","DESHAUN WATSON"
"78","Kizer","DeShone","QB","13114",8.94135,546,50,4.3988742,"robust","DESHONE KIZER"
"79","Trubisky","Mitchell","QB","13115",260.89325,147,19,18.4250115,"robust","MITCH TRUBISKY"
"80","Mahomes","Patrick","QB","13116",341.2263,31,1,20.18915724,"robust","PATRICK MAHOMES"
"81","Dobbs","Joshua","QB","13119",7.78115,556,60,0.941451,"robust","JOSHUA DOBBS"
"82","Webb","Davis","QB","13120",0,567,71,0,"robust","DAVIS WEBB"
"83","Kelly","Chad","QB","13121",0,567,71,0,"robust","CHAD KELLY"
"84","Rush","Cooper","QB","13124",7.94065,554,58,2.24569422,"robust","COOPER RUSH"
"85","Beathard","C.J.","QB","13125",16.518,534,38,12.2447934,"robust","C.J. BEATHARD"
"86","Peterman","Nathan","QB","13127",0,567,71,0,"robust","NATHAN PETERMAN"
"87","Sloter","Kyle","QB","13389",0,567,71,0,"robust","KYLE SLOTER"
"88","Walker","Phillip","QB","13416",0,567,71,0,"robust","PHILLIP WALKER"
"89","Hill","Taysom","QB","13424",28.257,533,37,9.0527556,"robust","TAYSOM HILL"
"90","Allen","Josh","QB","13589",256.0915,159,21,9.9230418,"robust","JOSH ALLEN"
"91","Mayfield","Baker","QB","13590",277.637,90,11,9.38011367999999,"robust","BAKER MAYFIELD"
"92","Rosen","Josh","QB","13591",48.367,530,34,35.3555622,"robust","JOSH ROSEN"
"93","Darnold","Sam","QB","13592",215.7495,264,28,10.7977758,"robust","SAM DARNOLD"
"94","Jackson","Lamar","QB","13593",270.0036,118,15,17.153682,"robust","LAMAR JACKSON"
"95","Falk","Luke","QB","13594",0,567,71,0,"robust","LUKE FALK"
"96","Rudolph","Mason","QB","13595",0,567,71,0,"robust","MASON RUDOLPH"
"97","White","Mike","QB","13598",0,567,71,0,"robust","MIKE WHITE"
"98","Lee","Tanner","QB","13599",0,567,71,0,"robust","TANNER LEE"
"99","Benkert","Kurt","QB","13600",0,567,71,0,"robust","KURT BENKERT"
"100","Lauletta","Kyle","QB","13601",0,567,71,0,"robust","KYLE LAULETTA"
"101","McGough","Alex","QB","13825",0,567,71,0,"robust","ALEX MCGOUGH"
"102","Woodside","Logan","QB","13846",0,567,71,0,"robust","LOGAN WOODSIDE"
"103","Boyle","Tim","QB","13873",0,567,71,0,"robust","TIM BOYLE"
"104","Allen","Kyle","QB","13879",0,567,71,0,"robust","KYLE ALLEN"
"105","Litton","Chase","QB","13892",0,567,71,0,"robust","CHASE LITTON"
"106","Mullens","Nick","QB","13968",9.85475,543,47,1.7109204,"robust","NICK MULLENS"
"107","Murray","Kyler","QB","14056",244.2485,199,22,11.3018598,"robust","KYLER MURRAY"
"108","Lock","Drew","QB","14057",32.4264,532,36,2.45992992,"robust","DREW LOCK"
"109","Haskins","Dwayne","QB","14058",128.0321,528,32,42.14082936,"robust","DWAYNE HASKINS"
"110","Jones","Daniel","QB","14059",43.1878,531,35,26.0552124,"robust","DANIEL JONES"
"111","McSorley","Trace","QB","14061",5.754,566,70,0,"robust","TRACE MCSORLEY"
"112","Grier","Will","QB","14062",11.8838,539,43,0.205784879999997,"robust","WILL GRIER"
"113","Minshew","Gardner","QB","14067",12.49445,537,41,2.53494948,"robust","GARDNER MINSHEW"
"114","Stick","Easton","QB","14069",0,567,71,0,"robust","EASTON STICK"
"115","Blough","David","QB","14070",0,567,71,0,"robust","DAVID BLOUGH"
"116","Brees","Drew","QB","4925",284.8785,74,7,14.5142092200001,"robust","DREW BREES"
"117","Brady","Tom","QB","5848",269.3104,122,16,2.98195338000001,"robust","TOM BRADY"
"118","Manning","Eli","QB","7391",183.024,387,31,5.68651229999999,"robust","ELI MANNING"
"119","Rivers","Philip","QB","7394",260.278,149,20,4.85729412000005,"robust","PHILIP RIVERS"
"120","Roethlisberger","Ben","QB","7401",278.51445,86,9,8.25066900000004,"robust","BEN ROETHLISBERGER"
"121","Schaub","Matt","QB","7480",7.529,557,61,3.8295558,"robust","MATT SCHAUB"
"122","Smith","Alex","QB","7813",0,567,71,0,"robust","ALEX SMITH"
"123","Rodgers","Aaron","QB","7836",306.84775,51,3,9.35298210000001,"robust","AARON RODGERS"
"124","Fitzpatrick","Ryan","QB","8062",186.26075,379,30,42.17997,"robust","RYAN FITZPATRICK"
"125","Stanton","Drew","QB","8712",7.4754,558,62,2.587137,"robust","DREW STANTON"
"126","Flacco","Joe","QB","9064",192.30265,360,29,8.92569677999999,"robust","JOE FLACCO"
"127","Henne","Chad","QB","9073",8.6085,549,53,4.6731552,"robust","CHAD HENNE"
"128","Ryan","Matt","QB","9099",294.1487,62,6,2.82583560000001,"robust","MATT RYAN"
"129","Stafford","Matthew","QB","9431",226.0023,243,24,4.95054965999998,"robust","MATTHEW STAFFORD"
"130","Daniel","Chase","QB","9706",7.8752,555,59,4.06766136,"robust","CHASE DANIEL"
"131","Hoyer","Brian","QB","9714",8.48345,552,56,2.00729214,"robust","BRIAN HOYER"
"132","McCoy","Colt","QB","9899",6.418,563,67,4.7576634,"robust","COLT MCCOY"
"133","Webb","Joe","QB","9992",-0.12,568,72,0.177912,"robust","JOE WEBB"
"134","Ingram","Mark","RB","10276",152.95375,47,26,25.174548,"robust","MARK INGRAM"
"135","Rodgers","Jacquizz","RB","10300",13.7435,418,110,12.7903902,"robust","JACQUIZZ RODGERS"
"136","Jones","Taiwan","RB","10368",6.3095,439,129,6.108312,"robust","TAIWAN JONES"
"137","Powell","Bilal","RB","10369",36.293,353,80,6.88519439999999,"robust","BILAL POWELL"
"138","Sherman","Anthony","RB","10378",1.583,479,160,1.4440524,"robust","ANTHONY SHERMAN"
"139","Lewis","Dion","RB","10389",94.20025,162,40,2.25799979999999,"robust","DION LEWIS"
"140","Bellore","Nick","RB","10514",1.1425,490,168,0.793191,"robust","NICK BELLORE"
"141","Miller","Lamar","RB","10708",162.4815,40,24,19.481364,"robust","LAMAR MILLER"
"142","Martin","Doug","RB","10709",43.401,311,70,50.5922424,"robust","DOUG MARTIN"
"143","Morris","Alfred","RB","10870",31.567,362,82,30.4140564,"robust","ALFRED MORRIS"
"144","Bolden","Brandon","RB","10932",19.8,400,94,14.121765,"robust","BRANDON BOLDEN"
"145","Olawale","Jamize","RB","10985",0.998,491,169,0.3202416,"robust","JAMIZE OLAWALE"
"146","DiMarco","Patrick","RB","11100",1.8285,475,156,0.7160958,"robust","PATRICK DIMARCO"
"147","Develin","James","RB","11101",11.34525,422,114,4.9948794,"robust","JAMES DEVELIN"
"148","Ellington","Andre","RB","11175",16.57,412,104,11.616171,"robust","ANDRE ELLINGTON"
"149","Barner","Kenjon","RB","11177",3.847,455,141,2.9563044,"robust","KENJON BARNER"
"150","Burkhead","Rex","RB","11182",71.03,226,54,42.950922,"robust","REX BURKHEAD"
"151","Williams","Kerwynn","RB","11185",0,524,173,0,"robust","KERWYNN WILLIAMS"
"152","Thompson","Chris","RB","11186",69.7655,233,56,1.363992,"robust","CHRIS THOMPSON"
"153","Riddick","Theo","RB","11188",55.59875,262,61,16.2033354,"robust","THEO RIDDICK"
"154","Bell","Le'Veon","RB","11192",213.31075,7,7,28.006314,"robust","LE'VEON BELL"
"155","Bernard","Giovani","RB","11193",65.0775,246,58,3.839934,"robust","GIOVANI BERNARD"
"156","Ware","Spencer","RB","11199",19.0985,402,96,24.937332,"robust","SPENCER WARE"
"157","Juszczyk","Kyle","RB","11367",26.0345,378,87,0.652344000000002,"robust","KYLE JUSZCZYK"
"158","Murray","Latavius","RB","11390",104.6255,136,38,57.4329588,"robust","LATAVIUS MURRAY"
"159","Cunningham","Benny","RB","11432",9.14,429,120,6.553092,"robust","BENNY CUNNINGHAM"
"160","Anderson","C.J.","RB","11454",92.652,167,42,5.75397059999998,"robust","C.J. ANDERSON"
"161","Line","Zach","RB","11474",5.5675,444,134,0.481845,"robust","ZACH LINE"
"162","Hyde","Carlos","RB","11657",80.90175,203,51,33.9559878,"robust","CARLOS HYDE"
"163","Freeman","Devonta","RB","11660",171.07875,36,22,14.914956,"robust","DEVONTA FREEMAN"
"164","Crowell","Isaiah","RB","11668",0,524,173,0,"robust","ISAIAH CROWELL"
"165","White","James","RB","11747",131.3935,66,28,21.230832,"robust","JAMES WHITE"
"166","McKinnon","Jerick","RB","11761",112.2565,107,36,31.9322388,"robust","JERICK MCKINNON"
"167","Blue","Alfred","RB","11834",49.958,283,64,8.0772048,"robust","ALFRED BLUE"
"168","Williams","Damien","RB","11886",201.38425,17,13,3.06749939999998,"robust","DAMIEN WILLIAMS"
"169","Fluellen","David","RB","11894",6.9355,436,126,6.52344,"robust","DAVID FLUELLEN"
"170","Perry","Senorise","RB","11964",1.39,485,165,1.030407,"robust","SENORISE PERRY"
"171","Smith","Keith","RB","12040",0.471,497,171,0.1749468,"robust","KEITH SMITH"
"172","Gurley","Todd","RB","12150",215.648,6,6,1.99557959999996,"robust","TODD GURLEY"
"173","Gordon","Melvin","RB","12151",203.2055,14,11,14.6451228,"robust","MELVIN GORDON"
"174","Coleman","Tevin","RB","12152",128.056,69,29,20.31162,"robust","TEVIN COLEMAN"
"175","Yeldon","T.J.","RB","12153",41.67875,329,76,13.884549,"robust","T.J. YELDON"
"176","Abdullah","Ameer","RB","12155",12.027,420,112,0.103782,"robust","AMEER ABDULLAH"
"177","Johnson","Duke","RB","12157",89.0165,176,44,1.6189992,"robust","DUKE JOHNSON"
"178","Allen","Javorius","RB","12159",0,524,173,0,"robust","JAVORIUS ALLEN"
"179","Artis-Payne","Cameron","RB","12161",29.4145,367,84,2.5634154,"robust","CAMERON ARTIS-PAYNE"
"180","Davis","Mike","RB","12164",84.8925,196,49,21.445809,"robust","MIKE DAVIS"
"181","Rawls","Thomas","RB","12169",5.89,441,131,4.366257,"robust","THOMAS RAWLS"
"182","Johnson","David","RB","12171",210.0345,8,8,17.19816,"robust","DAVID JOHNSON"
"183","Montgomery","Ty","RB","12261",16.7235,411,103,20.9832378,"robust","TY MONTGOMERY"
"184","Zenner","Zach","RB","12264",46.2965,299,67,21.86835,"robust","ZACH ZENNER"
"185","Burton","Michael","RB","12325",1.75,476,157,1.297275,"robust","MICHAEL BURTON"
"186","Murphy","Marcus","RB","12367",0,524,173,0,"robust","MARCUS MURPHY"
"187","Brown","Malcolm","RB","12386",45.32375,305,69,14.092113,"robust","MALCOLM BROWN"
"188","Grant","Corey","RB","12402",5.598,443,133,2.5026288,"robust","COREY GRANT"
"189","Smith","Rod","RB","12444",18.1175,404,97,11.245521,"robust","ROD SMITH"
"190","Mostert","Raheem","RB","12447",10.63,425,117,7.880019,"robust","RAHEEM MOSTERT"
"191","Elliott","Ezekiel","RB","12625",248.0965,3,3,37.5453624,"robust","EZEKIEL ELLIOTT"
"192","Henry","Derrick","RB","12626",199.5745,18,14,14.588784,"robust","DERRICK HENRY"
"193","Prosise","C.J.","RB","12627",3.91,454,140,2.898483,"robust","C.J. PROSISE"
"194","Booker","Devontae","RB","12629",26.92675,375,86,13.4219778,"robust","DEVONTAE BOOKER"
"195","Drake","Kenyan","RB","12630",158.56025,43,25,22.2553086,"robust","KENYAN DRAKE"
"196","Perkins","Paul","RB","12631",6.43,438,128,4.766559,"robust","PAUL PERKINS"
"197","Dixon","Kenneth","RB","12632",42.035,325,75,31.527489,"robust","KENNETH DIXON"
"198","Howard","Jordan","RB","12634",136.196,59,27,23.1315252,"robust","JORDAN HOWARD"
"199","Williams","Jonathan","RB","12635",1.63,477,158,1.208319,"robust","JONATHAN WILLIAMS"
"200","Smallwood","Wendell","RB","12636",42.47,321,74,27.472578,"robust","WENDELL SMALLWOOD"
"201","Barber","Peyton","RB","12637",126.8155,71,30,17.079552,"robust","PEYTON BARBER"
"202","Ervin","Tyler","RB","12639",1.85,474,155,1.371405,"robust","TYLER ERVIN"
"203","Ferguson","Josh","RB","12640",23.38,382,88,16.998009,"robust","JOSH FERGUSON"
"204","Farrow","Kenneth","RB","12642",1.55,481,161,1.149015,"robust","KENNETH FARROW"
"205","Janovich","Andy","RB","12806",1.4645,483,163,0.7872606,"robust","ANDY JANOVICH"
"206","Vitale","Dan","RB","12822",0,524,173,0,"robust","DAN VITALE"
"207","Watt","Derek","RB","12823",1.602,478,159,1.5063216,"robust","DEREK WATT"
"208","Jackson","Darius","RB","12832",5.436,447,136,5.2958472,"robust","DARIUS JACKSON"
"209","Washington","Dwayne","RB","12845",15.915,414,106,0.941451,"robust","DWAYNE WASHINGTON"
"210","Washington","DeAndre","RB","12857",20.385,397,93,21.594069,"robust","DEANDRE WASHINGTON"
"211","Marshall","Byron","RB","12864",0.1,523,172,0.07413,"robust","BYRON MARSHALL"
"212","Foster","D.J.","RB","12871",4.18,453,139,3.098634,"robust","D.J. FOSTER"
"213","Richard","Jalen","RB","12912",88.585,178,45,25.522959,"robust","JALEN RICHARD"
"214","Ham","C.J.","RB","12923",2.3735,465,148,1.3743702,"robust","C.J. HAM"
"215","Pope","Troymaine","RB","12929",2.09,468,150,1.549317,"robust","TROYMAINE POPE"
"216","Carson","Tra","RB","13057",2.89,463,146,2.142357,"robust","TRA CARSON"
"217","McKissic","J.D.","RB","13108",38.385,348,78,1.71981599999999,"robust","J.D. MCKISSIC"
"218","Cook","Dalvin","RB","13128",206.9255,9,9,8.66134919999998,"robust","DALVIN COOK"
"219","Fournette","Leonard","RB","13129",188.8545,22,15,8.41227240000001,"robust","LEONARD FOURNETTE"
"220","McCaffrey","Christian","RB","13130",252.726,2,2,25.5659544,"robust","CHRISTIAN MCCAFFREY"
"221","Mixon","Joe","RB","13131",205.96375,12,10,3.55824000000001,"robust","JOE MIXON"
"222","Kamara","Alvin","RB","13132",246.2415,4,4,23.2871982,"robust","ALVIN KAMARA"
"223","Perine","Samaje","RB","13133",3.44,458,143,2.550072,"robust","SAMAJE PERINE"
"224","Foreman","D'Onta","RB","13134",52.415,273,62,42.424599,"robust","D'ONTA FOREMAN"
"225","Gallman","Wayne","RB","13135",37.64025,349,79,1.26021,"robust","WAYNE GALLMAN"
"226","Clement","Corey","RB","13136",49.38075,288,65,9.88449419999999,"robust","COREY CLEMENT"
"227","Pumphrey","Donnel","RB","13137",0,524,173,0,"robust","DONNEL PUMPHREY"
"228","Hunt","Kareem","RB","13138",58.61425,255,59,7.917084,"robust","KAREEM HUNT"
"229","Williams","Jamaal","RB","13139",83.3735,200,50,4.41814800000001,"robust","JAMAAL WILLIAMS"
"230","Dayes","Matthew","RB","13140",1.35,487,166,0,"robust","MATTHEW DAYES"
"231","Logan","T.J.","RB","13142",5.8465,442,132,0.123055799999998,"robust","T.J. LOGAN"
"232","McNichols","Jeremy","RB","13143",1.95,473,154,1.445535,"robust","JEREMY MCNICHOLS"
"233","McGuire","Elijah","RB","13144",39.49825,344,77,19.3968558,"robust","ELIJAH MCGUIRE"
"234","Conner","James","RB","13146",222.043,5,5,15.589539,"robust","JAMES CONNER"
"235","Ogunbowale","Dare","RB","13148",2.08,469,151,1.541904,"robust","DARE OGUNBOWALE"
"236","Davis","Justin","RB","13150",8.62,430,121,6.390006,"robust","JUSTIN DAVIS"
"237","Mack","Marlon","RB","13234",186.24625,26,17,3.23206800000005,"robust","MARLON MACK"
"238","Penny","Elijhaa","RB","13239",3.54,457,142,2.513007,"robust","ELIJHAA PENNY"
"239","Hill","Brian","RB","13240",10.66,424,116,7.791063,"robust","BRIAN HILL"
"240","Cohen","Tarik","RB","13290",120.65725,80,33,26.3324586,"robust","TARIK COHEN"
